,Last,First,Play Time,Minutes,Seconds,Goals,Shots,Action Goals,Action Shots,Center Goals,Center Shots,Extra Goals,Extra Shots,Foul Goals,Foul Shots,PS Goals,PS Shots,CA Goals,CA Shots,TF,ST,BL,SP Won,SP Attempts,CP EX,FP EX,DE EX,P EX,Total EX,Team,Opponent,Outcome,Tournament,stat_type,Match Number,Ref 1,Ref 2
928,WOODHEAD,Dylan,9:47,9,47,1,2,0,0,,,1,2,,,,,,,,,,,,2,1,,,3,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
929,BOWEN,Alex,17:54,17,54,3,5,1,2,,,1,2,,,1,1,,,,1,,,,1,2,,,3,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
930,STEVENSON,Ben,12:31,12,31,,,0,0,,,,,,,,,,,,,,,,,0,,,0,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
931,SMITH,Jesse,9:37,9,37,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
932,IRVING,Max,19:10,19,10,0,2,0,1,,,0,1,,,,,,,,1,2,,,1,2,,,3,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
933,HOLLAND,Drew,32:00:00,32,0,,,0,0,,,,,,,,,,,,3,,,,,0,,,0,USA,ITA,W,OLY2020,Player,36,DERVIEUX,BUCH JUANOLA
934,,,,,,7,27,1,10,1,2,3,11,0,1,1,1,1,2,8,8,5,2,4,9,8,,1,18,USA,ITA,W,OLY2020,Team,36,DERVIEUX,BUCH JUANOLA
935,ZERDEVAS,Emmanouil,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,GRE,HUN,W,OLY2020,Player,37,DERVIEUX,BUCH JUANOLA
936,GENIDOUNIAS,Konstantinos,30:37:00,30,37,0,6,0,4,,,0,2,,,,,,,,,2,0,1,1,1,,,2,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
937,SKOUMPAKIS,Dimitrios,9:57,9,57,1,2,1,1,0,1,,,,,,,,,,,,,,3,1,1,,4,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
938,KAPOTSIS,Marios,18:14,18,14,0,1,0,1,,,,,,,,,,,,,1,,,1,1,,,2,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
939,FOUNTOULIS,Ioannis,25:46:00,25,46,1,7,1,4,,,0,3,,,,,,,,,1,,,1,1,,,2,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
940,PAPANASTASIOU,Alexandros,15:24,15,24,,,0,0,,,,,,,,,,,,,,2,3,2,2,1,,4,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
941,DERVISIS,Georgios,8:18,8,18,0,1,0,1,,,,,,,,,,,,,,,,3,0,,,3,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
942,ARGYROPOULOS KANAKAKIS,Stylianos,12:29,12,29,4,6,0,1,,,4,5,,,,,,,,,,,,2,0,,,2,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
943,MOURIKIS,Konstantinos,12:28,12,28,0,1,0,0,,,0,1,,,,,,,2,,,,,,0,,,0,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
944,KOLOMVOS,Christodoulos,15:09,15,9,,,0,0,,,,,,,,,,,,,2,,,2,0,,,2,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
945,GKIOUVETSIS,Konstantinos,11:38,11,38,2,2,0,0,,,2,2,,,,,,,,2,,,,,0,,,0,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
946,VLACHOPOULOS,Angelos,32:00:00,32,0,1,3,0,2,,,1,1,,,,,,,,1,2,,,,0,,,0,GRE,HUN,W,OLY2020,Player,37,GOLDENBERG,VOEVODIN
947,,,,,,9,29,2,14,0,1,7,14,,,,,,,6,3,8,2,4,15,6,2,,21,GRE,HUN,W,OLY2020,Team,37,GOLDENBERG,VOEVODIN
948,NAGY,Viktor,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,HUN,GRE,L,OLY2020,Player,37,GOLDENBERG,VOEVODIN
949,ANGYAL,Daniel,17:14,17,14,0,3,0,2,,,0,1,,,,,,,1,,,,,1,1,,,2,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
950,MANHERCZ,Krisztian,28:36:00,28,36,2,5,0,1,,,2,3,0,1,,,,,,,1,1,1,,0,,,0,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
951,ZALANKI,Gergo,27:01:00,27,1,1,7,1,4,,,0,3,,,,,,,,1,,1,1,,0,,,0,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
952,VAMOS,Marton,17:17,17,17,1,3,0,1,,,1,2,,,,,,,,,,,,,3,1,,3,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
953,HOSNYANSZKY,Norbert,5:19,5,19,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
954,PASZTOR,Matyas,10:38,10,38,1,2,0,1,,,1,1,,,,,,,,,,,,1,0,,,1,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
955,JANSIK,Szilard,7:48,7,48,0,1,0,1,,,,,,,,,,,1,,1,,,3,0,,,3,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
956,ERDELYI,Balazs,21:41,21,41,0,2,0,1,,,0,1,,,,,,,,1,3,0,2,1,0,,,1,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
957,VARGA,Denes,29:14:00,29,14,1,4,1,2,,,0,2,,,,,,,,,,,,,1,,,1,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
958,MEZEI,Tamas,12:53,12,53,,,0,0,,,,,,,,,,,2,,,,,,1,,,1,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
959,HARAI,Balazs,14:19,14,19,,,0,0,,,,,,,,,,,,,1,,,1,1,1,,2,HUN,GRE,L,OLY2020,Player,37,VOEVODIN,GOLDENBERG
960,,,,,,6,27,2,13,,,4,13,0,1,,,,,4,2,6,2,4,10,7,2,,17,HUN,GRE,L,OLY2020,Team,37,VOEVODIN,GOLDENBERG
961,MANDIC,Dusan,17:35,17,35,3,3,0,0,,,3,3,,,,,,,1,,1,,,1,1,,,2,SRB,ESP,W,OLY2020,Player,38,VOEVODIN,GOLDENBERG
962,DEDOVIC,Nikola,24:06:00,24,6,0,1,0,0,,,0,1,,,,,,,,,,0,1,2,0,,,2,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
963,RANDELOVIC,Sava,3:46,3,46,,,0,0,,,,,,,,,,,,,,,,3,0,,,3,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
964,LAZIC,Dorde,13:55,13,55,0,1,0,0,,,0,1,,,,,,,,,,,,,0,,,0,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
965,PIJETLOVIC,Dusko,11:48,11,48,0,1,0,0,,,0,1,,,,,,,,,1,,,3,0,,,3,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
966,RASOVIC,Strahin a,24:14:00,24,14,2,6,0,3,,,2,3,,,,,,,,,1,1,3,,0,,,0,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
967,ALEKSIC,Milan,11:45,11,45,0,2,0,2,,,,,,,,,,,,1,,,,2,0,,,2,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
968,JAKSIC,Nikola,18:34,18,34,1,1,0,0,,,1,1,,,,,,,,,,,,1,1,,,2,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
969,FILIPOVIC,Filip,26:18:00,26,18,2,3,0,0,,,1,1,1,2,,,,,2,2,3,,,,1,,,1,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
970,PRLAINOVIC,Andri a,19:01,19,1,1,7,0,4,,,1,3,,,,,,,1,,1,,,1,2,,,3,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
971,MITROVIC,Stefan,20:58,20,58,1,3,1,1,0,1,0,1,,,,,,,,,,,,,2,,,2,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
972,MITROVIC,Branislav,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,SRB,ESP,W,OLY2020,Player,38,ZWART,ALEXANDRESCU
973,,,,,,10,28,1,10,0,1,8,15,1,2,,,,,4,4,7,1,4,13,7,,,20,SRB,ESP,W,OLY2020,Team,38,ZWART,ALEXANDRESCU
974,LOPEZ PINEDO,Daniel,31:35:00,31,35,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ESP,SRB,L,OLY2020,Player,38,ZWART,ALEXANDRESCU
975,MUNARRIZ EGANA,Alberto,25:27:00,25,27,2,4,0,2,,,1,1,,,,,1,1,1,1,1,,,,1,,,1,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
976,GRANADOS ORTEGA,Alvaro,24:34:00,24,34,1,7,0,3,,,1,4,,,,,,,,2,,,,1,1,,,2,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
977,SANAHUJA,Bernat,16:37,16,37,0,4,0,1,,,0,3,,,,,,,,,,1,1,1,1,,,2,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
978,de TORO DOMINGUEZ,Miguel,10:21,10,21,,,0,0,,,,,,,,,,,,,,,,2,1,,,3,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
979,LARUMBE GONFAUS,Marc,21:45,21,45,0,3,0,3,,,,,,,,,,,1,,2,,,1,0,,,1,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
980,FAMERA,Martin,18:43,18,43,0,1,0,1,,,,,,,,,,,,1,,2,3,2,0,,,2,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
981,FERNANDEZ MIRANDA,Francisco,14:48,14,48,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
982,TAHULL COMPTE,Roger,15:30,15,30,2,5,0,1,0,1,2,3,,,,,,,,,,,,2,0,,,2,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
983,PERRONE ROCHA,Felipe,23:43,23,43,1,3,0,1,,,1,2,,,,,,,,,,,,2,1,,,3,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
984,MALLARACH GUELL,Blai,14:20,14,20,2,5,0,1,,,2,4,,,,,,,,,,,,,0,,,0,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
985,BUSTOS SANCHEZ,Ale andro,6:37,6,37,1,1,1,1,,,,,,,,,,,1,,,,,3,0,,,3,ESP,SRB,L,OLY2020,Player,38,ALEXANDRESCU,ZWART
986,,,,,,9,33,1,14,0,1,7,17,,,,,1,1,4,4,3,3,4,15,5,,,20,ESP,SRB,L,OLY2020,Team,38,ALEXANDRESCU,ZWART
987,KANDIC,Slaven,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,MNE,ITA,L,OLY2020,Player,39,ALEXANDRESCU,ZWART
988,BRGULJAN,Drasko,26:12:00,26,12,2,3,2,3,,,,,,,,,,,,2,,1,3,,1,,,1,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
989,PERKOVIC,Miroslav,10:42,10,42,1,3,0,0,0,2,1,1,,,,,,,,,,,,1,0,,,1,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
990,PETKOVIC,Marko,20:33,20,33,1,3,0,2,,,1,1,,,,,,,,,,,,,1,,,1,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
991,CUCKOVIC,Uros,16:24,16,24,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
992,POPADIC,Vlado,20:03,20,3,1,4,1,1,,,0,1,0,1,,,0,1,1,1,1,,,,0,,,0,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
993,VIDOVIC,Stefan,9:47,9,47,0,3,0,1,,,0,2,,,,,,,1,,,,,,0,,,0,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
994,UKROPINA,Aleksa,22:19,22,19,2,5,1,4,,,1,1,,,,,,,,3,,0,1,,0,,,0,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
995,IVOVIC,Aleksandar,31:06:00,31,6,6,13,1,5,,,1,2,0,1,4,4,0,1,,4,,,,,0,,,0,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
996,SPAIC,Vladan,8:50,8,50,1,2,0,0,1,2,,,,,,,,,1,,,,,,1,,,1,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
997,MATKOVIC,Dusan,21:06,21,6,0,2,0,1,,,0,1,,,,,,,,1,2,,,,1,,,1,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
998,BANICEVIC,Dusan,4:58,4,58,,,0,0,,,,,,,,,,,,,,,,,0,,,0,MNE,ITA,L,OLY2020,Player,39,SALNICHENKO,DERVIEUX
999,,,,,,14,38,5,17,1,4,4,9,0,2,4,4,0,2,3,12,3,1,4,2,4,,,6,MNE,ITA,L,OLY2020,Team,39,SALNICHENKO,DERVIEUX
1000,Di FULVIO,Francesco,30:20:00,30,20,4,8,3,5,,,0,2,1,1,,,,,2,1,2,2,3,,2,,,2,ITA,MNE,W,OLY2020,Player,39,SALNICHENKO,DERVIEUX
1001,LUONGO,Stefano,14:58,14,58,0,3,0,3,,,,,,,,,,,,1,,,,,0,,,0,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1002,FIGLIOLI,Pietro,16:03,16,3,0,1,0,0,,,0,1,,,,,,,,,,,,,2,,,2,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1003,PRESCIUTTI,Nicholas,23:30,23,30,1,1,1,1,,,,,,,,,,,,3,,,,,0,,1,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1004,VELOTTO,Alessandro,23:54,23,54,5,7,4,6,,,1,1,,,,,,,,3,,1,1,,1,,,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1005,RENZUTO IODICE,Vincenzo,21:35,21,35,2,2,1,1,,,1,1,,,,,,,,,,,,,1,,,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1006,ECHENIQUE,Gonzalo,7:48,7,48,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1007,FIGARI,Niccolo,15:40,15,40,0,2,0,2,,,,,,,,,,,,,1,,,,0,,1,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1008,BODEGAS,Michael Alexandre,10:08,10,8,1,1,0,0,,,1,1,,,,,,,2,,1,,,,1,,,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1009,AICARDI,Matteo,19:27,19,27,1,1,0,0,1,1,,,,,,,,,,1,,,,,2,,,2,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1010,DOLCE,Vincenzo,8:37,8,37,,,0,0,,,,,,,,,,,1,,,,,,1,,,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1011,NICOSIA,Gianmarco,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,1,1,ITA,MNE,W,OLY2020,Player,39,DERVIEUX,SALNICHENKO
1012,,,,,,14,26,9,18,1,1,3,6,1,1,,,,,5,10,4,3,4,,10,,4,14,ITA,MNE,W,OLY2020,Team,39,DERVIEUX,SALNICHENKO
1013,MACAN,Marko,15:24,15,24,1,1,0,0,,,1,1,,,,,,,,,,,,2,2,1,,4,CRO,USA,W,OLY2020,Player,40,DERVIEUX,SALNICHENKO
1014,FATOVIC,Loren,18:34,18,34,0,2,0,1,,,0,1,,,,,,,1,2,,,,,0,,,0,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1015,LONCAR,Luka,15:30,15,30,2,3,0,0,,,2,3,,,,,,,,1,,,,,0,,,0,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1016,JOKOVIC,Maro,25:21:00,25,21,2,7,1,5,,,,,0,1,1,1,,,,1,1,,,1,0,,,1,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1017,BUKIC,Luka,26:19:00,26,19,3,6,1,3,,,1,2,,,1,1,,,,,,1,3,,1,,,1,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1018,VUKICEVIC,Ante,22:35,22,35,2,4,2,4,,,,,,,,,,,,2,,,,,0,,,0,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1019,BUSLJE,Andro,12:10,12,10,,,0,0,,,,,,,,,,,,,,,,2,1,,,3,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1020,MILOS,Lovre,13:34,13,34,1,1,0,0,,,,,,,,,1,1,,,,0,1,,0,,,0,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1021,VRLIC,Josip,16:30,16,30,0,5,0,1,0,2,0,2,,,,,,,1,1,1,,,,0,,1,1,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1022,OBRADOVIC,Paulo,7:13,7,13,1,3,0,1,,,1,2,,,,,,,,,,,,1,2,,,3,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1023,GARCIA GADEA,Javier,18:50,18,50,2,3,2,3,,,,,,,,,,,,,,,,,1,,,1,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1024,MARCELIC,Ivan,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,CRO,USA,W,OLY2020,Player,40,KUN,SEVERO
1025,,,,,,14,35,6,18,0,2,5,11,0,1,2,2,1,1,3,8,2,1,4,6,7,1,1,14,CRO,USA,W,OLY2020,Team,40,KUN,SEVERO
1026,HOOPER,Johnny,19:32,19,32,2,4,0,1,,,1,1,,,,,1,2,1,,1,3,4,,0,,1,1,USA,CRO,L,OLY2020,Player,40,KUN,SEVERO
1027,VAVIC,Marko,21:05,21,5,0,1,0,1,,,,,,,,,,,1,,2,,,,0,,,0,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1028,OBERT,Alex,13:12,13,12,2,2,1,1,,,1,1,,,,,,,1,,,,,2,0,,,2,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1029,DAUBE,Hannes,20:29,20,29,0,2,0,1,,,0,1,,,,,,,,,,,,1,0,,1,2,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1030,CUPIDO,Luca,22:31,22,31,0,3,0,2,,,,,0,1,,,,,,,,,,1,0,,,1,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1031,HALLOCK,Ben,22:17,22,17,2,4,0,0,,,2,4,,,,,,,1,,,,,,2,1,,2,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1032,WOODHEAD,Dylan,10:08,10,8,,,0,0,,,,,,,,,,,1,,,,,2,0,,,2,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1033,BOWEN,Alex,24:43:00,24,43,2,7,0,4,,,2,2,0,1,,,,,,2,,,,1,0,,,1,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1034,STEVENSON,Ben,12:55,12,55,1,3,0,1,,,0,1,,,1,1,,,,,,,,1,1,,,2,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1035,SMITH,Jesse,7:45,7,45,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1036,IRVING,Max,17:23,17,23,2,2,0,0,,,1,1,,,,,1,1,,1,,,,,2,,,2,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1037,HOLLAND,Drew,32:00:00,32,0,,,0,0,,,,,,,,,,,,3,,,,,0,,,0,USA,CRO,L,OLY2020,Player,40,SEVERO,KUN
1038,,,,,,11,28,1,11,,,7,11,0,2,1,1,2,3,9,6,3,3,4,9,5,1,2,16,USA,CRO,L,OLY2020,Team,40,SEVERO,KUN
1039,NAGY,Viktor,32:00:00,32,0,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,HUN,ESP,W,OLY2020,Player,41,SEVERO,KUN
1040,ANGYAL,Daniel,17:57,17,57,1,3,1,3,,,,,,,,,,,,,1,,,,1,,,1,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1041,MANHERCZ,Krisztian,26:31:00,26,31,1,5,0,4,,,1,1,,,,,,,,3,4,0,2,,0,,,0,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1042,ZALANKI,Gergo,17:33,17,33,1,3,0,2,,,1,1,,,,,,,,1,,,,2,1,,,3,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1043,VAMOS,Marton,27:28:00,27,28,2,3,0,1,,,2,2,,,,,,,,1,,,,,0,,,0,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1044,HOSNYANSZKY,Norbert,10:50,10,50,1,2,0,1,,,1,1,,,,,,,,,,,,3,0,,,3,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1045,PASZTOR,Matyas,13:12,13,12,0,3,0,3,,,,,,,,,,,,,,,,2,1,,,3,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1046,JANSIK,Szilard,12:50,12,50,1,2,0,1,,,,,,,,,1,1,1,,,,,2,0,,,2,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1047,ERDELYI,Balazs,20:34,20,34,0,3,0,3,,,,,,,,,,,,2,,0,2,1,0,,,1,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1048,VARGA,Denes,17:44,17,44,1,3,1,3,,,,,,,,,,,,,,,,3,0,,,3,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1049,MEZEI,Tamas,14:04,14,4,0,1,0,0,0,1,,,,,,,,,1,,,,,,0,,,0,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1050,HARAI,Balazs,13:17,13,17,1,1,0,0,,,1,1,,,,,,,3,,1,,,1,1,,,2,HUN,ESP,W,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1051,,,,,,9,29,2,21,0,1,6,6,,,,,1,1,5,8,6,0,4,14,4,,,18,HUN,ESP,W,OLY2020,Team,41,STAVRIDIS,VOEVODIN
1052,LOPEZ PINEDO,Daniel,31:48:00,31,48,,,0,0,,,,,,,,,,,,,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,STAVRIDIS,VOEVODIN
1053,MUNARRIZ EGANA,Alberto,28:39:00,28,39,2,7,0,5,,,2,2,,,,,,,,,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1054,GRANADOS ORTEGA,Alvaro,21:02,21,2,0,3,0,1,,,0,2,,,,,,,,,,,,,1,,,1,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1055,SANAHUJA,Bernat,21:38,21,38,0,3,0,3,,,,,,,,,,,,1,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1056,de TORO DOMINGUEZ,Miguel,8:53,8,53,1,1,0,0,,,1,1,,,,,,,2,,,,,1,1,,,2,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1057,LARUMBE GONFAUS,Marc,13:48,13,48,,,0,0,,,,,,,,,,,,1,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1058,FAMERA,Martin,18:02,18,2,0,2,0,0,,,0,2,,,,,,,,,1,4,4,1,1,,,2,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1059,FERNANDEZ MIRANDA,Francisco,9:18,9,18,0,2,0,0,,,0,1,,,,,0,1,,,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1060,TAHULL COMPTE,Roger,17:55,17,55,1,3,0,0,,,1,3,,,,,,,,,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1061,PERRONE ROCHA,Felipe,26:23:00,26,23,1,5,0,1,,,1,3,0,1,,,,,,,,,,,0,,,0,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1062,MALLARACH GUELL,Blai,14:57,14,57,0,3,0,2,,,0,1,,,,,,,,,1,,,1,0,,,1,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1063,BUSTOS SANCHEZ,Ale andro,11:37,11,37,,,0,0,,,,,,,,,,,,,1,,,2,0,,,2,ESP,HUN,L,OLY2020,Player,41,VOEVODIN,STAVRIDIS
1064,,,,,,5,29,0,12,,,5,15,0,1,,,0,1,2,2,3,4,4,5,3,,,8,ESP,HUN,L,OLY2020,Team,41,VOEVODIN,STAVRIDIS
1065,ZERDEVAS,Emmanouil,32:00:00,32,0,,,0,0,,,,,,,,,,,,,,,,,0,,,0,GRE,SRB,L,OLY2020,Player,42,VOEVODIN,STAVRIDIS
1066,GENIDOUNIAS,Konstantinos,20:51,20,51,0,7,0,5,,,0,2,,,,,,,,,,0,1,1,0,,,1,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1067,SKOUMPAKIS,Dimitrios,10:38,10,38,2,2,0,0,,,2,2,,,,,,,,1,,,,1,0,,1,2,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1068,KAPOTSIS,Marios,15:11,15,11,0,3,0,2,,,0,1,,,,,,,,,,,,,0,,,0,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1069,FOUNTOULIS,Ioannis,24:35:00,24,35,2,6,1,3,,,1,3,,,,,,,1,1,,,,,2,,,2,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1070,PAPANASTASIOU,Alexandros,22:23,22,23,1,3,1,2,,,0,1,,,,,,,,,,3,3,,1,,,1,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1071,DERVISIS,Georgios,9:48,9,48,,,0,0,,,,,,,,,,,,,,,,1,0,,,1,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1072,ARGYROPOULOS KANAKAKIS,Stylianos,19:45,19,45,0,1,0,1,,,,,,,,,,,1,1,,,,2,0,,,2,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1073,MOURIKIS,Konstantinos,13:31,13,31,1,2,0,0,1,1,0,1,,,,,,,3,,,,,,0,,1,1,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
1074,KOLOMVOS,Christodoulos,12:52,12,52,1,1,0,0,,,1,1,,,,,,,,,,,,,0,,,0,GRE,SRB,L,OLY2020,Player,42,BUCH JUANOLA,GOLDENBERG
